got the news, Surprise
 jessicaduncan http twitpic com vk why do u lot mock me , Sad
didnt say goodnight to you, Sad
 syoofthedead i met a stranger just  min ago he was stalking me at the store, Sad
taking horse pills hoping i can get some sleep tonight, Sad
looks like it s going to be too nice to work today how annoying as i have no choice, Sad
is desperatly hoping my dad takes me to vanessa s game, Sad
 pbandjay hi fuck your job , Sad
somebody please save the polar bears , Sad
my nose is runny my head is pounding and teeth hurt like a bitch man i feel awful , Sad
at the grove for drag me to hell i hope that it doesn t suck , Sad
 nolaevol so i feel like shit for saying happy belated birfdayy i m only a month late, Sad
hoping i didn t fail english that would just be sad, Sad
know what would be great for my shoulder to stop hurting so i can sleep normal again i just want need a few solid hours of good sleep , Sad
i knew i should ve worn the sars mask on the plane from socal feeling the beginnings of a sore throat, Sad
 laurelexmachina awww i wish i could have been there i m stuck here about to jab out my eyes with knitting needles, Sad
finished sewing for the night uploading pictures from slidebar and beach i cant believe i am having difficulties with twitter , Sad
 liesgirlstell a guy calls her phone to see if the number is real ohh my phone isn t working try tomorrow , Sad
 beer friday melbourne cbd mtub mini cmon thirsty and lonely you buggers are making me feel like a scotty no mates, Sad
 debbylovespr i know we came back from  down in the st just to lose the lead in the last  minutes , Sad
gosh summer vacation is almost over here at the philippines kinda sad i wonder what section will i be in , Sad
i m bummed that i can t wear my sweet nike kicks to work , Sad
 pickleybaby your twitter is broken, Sad
 rachelasha i even saw the news feeds of the archie website but can t believe he d choose veronica i m disappointed, Sad
depressed that i wasn t included in the morcom gardens quiz on facebook, Sad
 dravenreborn yeah its still totally in the high s here soooo notlooking forward to aug and sept up here, Sad
 ashleypratt oh come on you get next week off and i get next week full of exams , Sad
 vocabularies i know don t tell anyone i dont know if my dad told the famz yet i think i m taking it online , Sad
my children have promised me birthday brekkie in bed there s a problem with that in that there s bugger all food in the house, Sad
 rderozario woops i only just realized my dms to you are not going through, Sad
 prime pc i agree we have a problem we must stop spending and only work , Sad
morning sports day today and i have to do the three legged race with weefeetfrankie mr pettigrew said i m not aloud to trip her up, Sad
cannot sleep  hours of tossing and turning , Sad
omg going to die of swine flu when i go to melbourne, Sad
 crispynoodles plus i just deposited tax return cheque but for first time in  years it didn t clear immediately, Sad
 ashleighryder i knooww amp my hot water bottle iss in whangamata without me ahhhhh, Sad
holy crap it s raining in la and i don t have a jacket oh no , Sad
wish i could attend e this year but these small events like the nba and stanley cup finals keep getting in the way work work work , Sad
rejecting all food substances , Sad
 bigyahu no i was trying to interview dr paul twomey ceo of icann phone issues cut the interview from  mins to  , Sad
 meghanwong don t think i can take a needle watched a horribly gory short film on drugs a few months ago i m scarred for life , Sad
 jprestonian it feels not good , Sad
thinking about getting up for work, Sad
i was a very naughty girl tonight dissappointed with myself, Sad
 rbuerckner that s better than missy  telling me i should be on the biggest loser, Sad
 elephantgravy my new lens isn t working it worked for a bit and now gives an fee error, Sad
back at school again almost weekend oh wait i gotta work from eight to four tonight, Sad
doing my english essay on r amp j wtf that i should have done a long time ago when it was assigned last thursday, Sad
 tifftiffmarie i think i do it too much , Sad
 gqbound i didn t end up really eating had more snacks sigh, Sad
 harishk kristphr saurabh sorry guys i have to drop out of the trip some personal commitments , Sad
at rocky cola diner in whittier tonight with teacher pal mr b we had a great time chatting but no one else came , Sad
ummm sooo yeh its really hard to concentrate rite now wen i have this weird lupus feeling goin thro my body, Sad
 charleyboorman http twitpic com  ouch that looks so painful, Sad
all i want to do is sit back amp relax for a little while how can that be this difficult , Sad
 zhenerak i thought i was your best friend , Sad
god i cant even catch public transport swine flu is shit house, Sad
dad just said that our trip to uk is cancelled due to da swine flu ooops sorry abang , Sad
 goddessfleur youre so far away i don t know what to do , Sad
 omgjoker o its feels like a hot box and no matter where i go in here it still feels like a hot box ice cream isn t working n e more, Sad
very sad please get better grandma, Sad
 aannniieee uuuugh i hate everything, Sad
gosh today s weather is horriterrible extreme hotness i m losing a lot of water weight by doing nothing http tweet sg, Sad
is taking a moment to reflect i want my annonymity back fb is it safe to say anything about someone else to another friend again , Sad
 alyssainescruz aww me too annoying , Sad
 rockedbypickler well i don t have vacations so let s not go there, Sad
i think im being ignored by my best friend jake a i hate being ignored b we all know how things go with him, Sad
taking a nap after work no sleep right now the nap felt soooo good but now it seems like a bad idea, Sad
is going home i ve seriously had enough, Sad
 skyduke that makes me sad for you, Sad
feels like im going to cough up a lung, Sad
 thedailysurvey why do we love those that we cannot have , Sad
i lost  followers over night nobody likes me, Sad
i want a new phone i ve seen too much cellphone commercials , Sad
 anime i m soo sad it s just on the edges of the pages but it s not gonna come out cries , Sad
this time i really need to shut it i m going to sleep my head aches badly and i really can t take it , Sad
oh no hubs is so sick i hope i don t catch it, Sad
ran out of money i r a sad panda, Sad
 ritikakar http bit ly jxs but gotta wiat till next week btw you from mumbai itself , Sad
i have a really bad head ache gonna go to bed i might be back maybe not bye bye, Sad
friends from traveller s tales held a farewell party for me but i kinda disappointed them that i would still be here until sep my fault , Sad
